time;  avg; event
[dd-mm-yyyy hh:mm:ss.usec]; [au]; [--]
04-11-2016 15:18:11.426226 ; 0
04-11-2016 15:18:11.426290 ;100000
04-11-2016 15:18:11.426354 ;200000
04-11-2016 15:18:11.426418 ;300000
04-11-2016 15:18:11.426482 ;400000
04-11-2016 15:18:11.426546 ;1
04-11-2016 15:18:11.426610 ;1
04-11-2016 15:18:11.426674 ;1
04-11-2016 15:18:11.426737 ;1
04-11-2016 15:18:11.426801 ;1
04-11-2016 15:18:11.426865 ;1
04-11-2016 15:18:11.426929 ;1
04-11-2016 15:18:11.426993 ;1
04-11-2016 15:18:11.427057 ;1
04-11-2016 15:18:11.427121 ;1
04-11-2016 15:18:11.427185 ;1
04-11-2016 15:18:11.427250 ;1
04-11-2016 15:18:11.427314 ;1
04-11-2016 15:18:11.427378 ;1
04-11-2016 15:18:11.427442 ;1
04-11-2016 15:18:11.427506 ;1
04-11-2016 15:18:11.427570 ;1
04-11-2016 15:18:11.427634 ;1
04-11-2016 15:18:11.427698 ;1
04-11-2016 15:18:11.427761 ;0
04-11-2016 15:18:11.427825 ;0
04-11-2016 15:18:11.427889 ;0
04-11-2016 15:18:11.427953 ;0
